time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-30 00:00:00+00:00,21,18,93,36
2022-10-01 00:00:00+00:00,8,7,72,32
2022-10-02 00:00:00+00:00,20,17,63,39
2022-10-03 00:00:00+00:00,9,9,69,38
2022-10-04 00:00:00+00:00,11,11,78,48
2022-10-05 00:00:00+00:00,13,12,51,29
2022-10-06 00:00:00+00:00,13,12,82,38
2022-10-07 00:00:00+00:00,8,7,106,46
2022-10-08 00:00:00+00:00,9,9,86,50
2022-10-09 00:00:00+00:00,14,14,96,50
2022-10-10 00:00:00+00:00,17,15,86,47
2022-10-11 00:00:00+00:00,16,13,69,33
2022-10-12 00:00:00+00:00,13,12,70,38
2022-10-13 00:00:00+00:00,10,10,49,31
