referrer,views_total,views_unique
github.com,435,220
Google,303,167
emailnuker.herokuapp.com,34,16
errorsfind.com,10,6
DuckDuckGo,3,2
search.brave.com,3,2
search-drru.dt.dbankcloud.com,1,1
