referrer,views_total,views_unique
github.com,621,337
Google,171,97
Yahoo,6,1
search.brave.com,5,2
DuckDuckGo,2,1
googleweblight.com,2,1
emailnuker.herokuapp.com,1,1
awesomeopensource.com,1,1
