url_path,views_total,views_unique
/bagarrattaa/email-nuker,712,467
/bagarrattaa/email-nuker/blob/main/bomber.py,58,39
/bagarrattaa/email-nuker/issues,47,35
/bagarrattaa/email-nuker/blob/main/emailbomber.py,40,32
/bagarrattaa/email-nuker/blob/main/bomber.bin,18,13
/bagarrattaa/email-nuker/find/main,15,14
/bagarrattaa/email-nuker/issues/16,15,12
/bagarrattaa/email-nuker/blob/main/README.md,12,12
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,11
/bagarrattaa/email-nuker/tree/main/.github/workflows,8,7
