url_path,views_total,views_unique
/bagarrattaa/email-nuker,746,442
/bagarrattaa/email-nuker/blob/main/emailbomber.py,50,36
/bagarrattaa/email-nuker/blob/main/bomber.py,44,34
/bagarrattaa/email-nuker/issues,29,22
/bagarrattaa/email-nuker/blob/main/bomber.bin,23,19
/bagarrattaa/email-nuker/blob/main/README.md,22,12
/bagarrattaa/email-nuker/find/main,17,13
/bagarrattaa/email-nuker/tree/main/.github/workflows,16,14
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,10
/bagarrattaa/email-nuker/issues/13,9,8
