url_path,views_total,views_unique
/bagarrattaa/email-nuker,723,426
/bagarrattaa/email-nuker/blob/main/emailbomber.py,38,31
/bagarrattaa/email-nuker/blob/main/bomber.py,38,28
/bagarrattaa/email-nuker/blob/main/bomber.bin,24,22
/bagarrattaa/email-nuker/issues,20,12
/bagarrattaa/email-nuker/blob/main/README.md,19,14
/bagarrattaa/email-nuker/releases,17,13
/bagarrattaa/email-nuker/find/main,15,13
/bagarrattaa/email-nuker/tree/main/.github/workflows,12,10
/bagarrattaa/email-nuker/releases/tag/windows2.0,9,8
