referrer,views_total,views_unique
github.com,377,206
Google,296,164
emailnuker.herokuapp.com,23,16
errorsfind.com,8,6
DuckDuckGo,7,6
m.facebook.com,5,1
Bing,3,2
search.brave.com,2,2
l.facebook.com,1,1
bestpythonide.com,1,1
