referrer,views_total,views_unique
github.com,429,223
Google,255,141
emailnuker.herokuapp.com,44,20
l.facebook.com,8,2
DuckDuckGo,5,4
m.facebook.com,3,2
Bing,3,1
errorsfind.com,2,2
search.brave.com,2,2
myip.diwork.com,1,1
