referrer,views_total,views_unique
github.com,635,331
Google,241,109
DuckDuckGo,8,4
com.google.android.gm,6,1
Bing,3,2
away.vk.com,3,1
pythonrepo.com,2,1
search.brave.com,2,1
yandex.ru,1,1
