url_path,views_total,views_unique
/bagarrattaa/email-nuker,739,471
/bagarrattaa/email-nuker/blob/main/bomber.py,34,28
/bagarrattaa/email-nuker/blob/main/emailbomber.py,30,24
/bagarrattaa/email-nuker/issues,29,22
/bagarrattaa/email-nuker/blob/main/bomber.bin,27,21
/bagarrattaa/email-nuker/releases/tag/windows2.0,18,17
/bagarrattaa/email-nuker/issues/15,16,15
/bagarrattaa/email-nuker/blob/main/README.md,11,8
/bagarrattaa/email-nuker/find/main,10,9
/bagarrattaa/email-nuker/tree/main/.github/workflows,6,5
