referrer,views_total,views_unique
github.com,431,237
Google,107,53
yandex.ru,19,16
linkedin.com,17,2
DuckDuckGo,11,6
Bing,6,6
emailnuker.onrender.com,4,4
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
yandex.kz,1,1
