referrer,views_total,views_unique
github.com,511,315
Google,138,79
yandex.ru,14,8
emailnuker.onrender.com,9,7
yandex.com,9,5
DuckDuckGo,4,3
t.me,3,3
Bing,3,3
facebook.com,2,2
github-com.translate.goog,2,1
