referrer,views_total,views_unique
github.com,434,241
Google,108,54
yandex.ru,18,15
linkedin.com,17,2
DuckDuckGo,12,7
Bing,6,6
emailnuker.onrender.com,4,4
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
yandex.kz,1,1
