referrer,views_total,views_unique
github.com,553,270
Google,203,91
emailnuker.onrender.com,26,15
DuckDuckGo,7,5
Bing,6,3
yandex.ru,4,4
Yahoo,4,1
search.brave.com,3,2
github-com.translate.goog,3,1
l.facebook.com,3,1
