referrer,views_total,views_unique
github.com,474,265
Google,197,86
search.brave.com,19,8
pythonrepo.com,4,1
DuckDuckGo,3,2
Bing,3,2
pythonawesome.com,1,1
yandex.ru,1,1
yandex.com,1,1
m.facebook.com,1,1
