referrer,views_total,views_unique
github.com,386,200
Google,310,151
emailnuker.herokuapp.com,42,17
email-nuker.herokuapp.com,9,4
Bing,6,3
DuckDuckGo,4,3
errorsfind.com,4,2
googleweblight.com,4,1
search.brave.com,2,1
myip.diwork.com,1,1
