referrer,views_total,views_unique
github.com,420,288
Google,187,96
yandex.ru,11,6
DuckDuckGo,8,6
yandex.com,4,2
t.me,3,3
emailnuker.onrender.com,3,3
Bing,2,2
search.brave.com,2,1
