url_path,views_total,views_unique
/bagarrattaa/email-nuker,698,436
/bagarrattaa/email-nuker/issues,46,31
/bagarrattaa/email-nuker/blob/main/bomber.py,32,27
/bagarrattaa/email-nuker/blob/main/emailbomber.py,19,18
/bagarrattaa/email-nuker/releases/tag/windows2.0,18,16
/bagarrattaa/email-nuker/issues/16,18,15
/bagarrattaa/email-nuker/blob/main/README.md,12,8
/bagarrattaa/email-nuker/find/main,9,8
/bagarrattaa/email-nuker/blob/main/bomber.bin,8,8
/bagarrattaa/email-nuker/tree/main/.github/workflows,8,8
