referrer,views_total,views_unique
github.com,615,331
Google,168,74
emailnuker.onrender.com,28,16
DuckDuckGo,12,9
shell.cloud.google.com,5,1
Bing,3,2
Yahoo,3,1
yandex.ru,2,2
fr.search.yahoo.com,1,1
