referrer,views_total,views_unique
github.com,554,283
Google,186,103
emailnuker.herokuapp.com,25,15
search.brave.com,14,3
Bing,5,4
DuckDuckGo,2,2
itexpertz.net,1,1
Yahoo,1,1
