referrer,views_total,views_unique
github.com,461,187
Google,316,160
emailnuker.herokuapp.com,23,9
email-nuker.herokuapp.com,6,3
Bing,4,3
errorsfind.com,4,2
github-com.translate.goog,4,2
googleweblight.com,4,1
cracked.io,2,2
DuckDuckGo,2,2
