referrer,views_total,views_unique
github.com,558,255
Google,269,140
emailnuker.herokuapp.com,33,17
DuckDuckGo,15,9
Bing,5,1
errorsfind.com,4,3
search.brave.com,2,2
libhunt.com,1,1
bestpythonide.com,1,1
