referrer,views_total,views_unique
github.com,609,331
Google,195,93
search.brave.com,6,2
mail.google.com,4,1
away.vk.com,3,1
DuckDuckGo,2,2
pythonrepo.com,2,1
Bing,1,1
yandex.ru,1,1
