url_path,views_total,views_unique
/bagarrattaa/email-nuker,746,485
/bagarrattaa/email-nuker/blob/main/bomber.py,63,47
/bagarrattaa/email-nuker/blob/main/emailbomber.py,47,37
/bagarrattaa/email-nuker/issues,25,19
/bagarrattaa/email-nuker/blob/main/bomber.bin,24,22
/bagarrattaa/email-nuker/blob/main/README.md,20,16
/bagarrattaa/email-nuker/tree/main/.github/workflows,20,15
/bagarrattaa/email-nuker/find/main,19,13
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,12,8
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,10
