referrer,views_total,views_unique
github.com,641,292
Google,234,106
emailnuker.herokuapp.com,20,9
DuckDuckGo,15,8
Bing,11,3
errorsfind.com,5,4
lm.facebook.com,2,1
github-com.translate.goog,1,1
