referrer,views_total,views_unique
github.com,367,197
Google,303,148
emailnuker.herokuapp.com,27,21
errorsfind.com,8,6
DuckDuckGo,6,5
m.facebook.com,5,1
Bing,4,3
cracked.io,2,1
yandex.com.tr,1,1
libhunt.com,1,1
