referrer,views_total,views_unique
github.com,581,332
Google,166,75
DuckDuckGo,23,15
emailnuker.onrender.com,21,11
Bing,12,6
shell.cloud.google.com,4,1
Yahoo,3,1
fr.search.yahoo.com,1,1
