referrer,views_total,views_unique
github.com,551,288
Google,190,86
emailnuker.onrender.com,58,32
DuckDuckGo,7,3
shell.cloud.google.com,5,1
yandex.ru,2,2
fr.search.yahoo.com,1,1
turkhackteam.org,1,1
search.brave.com,1,1
Bing,1,1
