url_path,views_total,views_unique
/bagarrattaa/email-nuker,691,435
/bagarrattaa/email-nuker/issues,43,28
/bagarrattaa/email-nuker/blob/main/bomber.py,30,26
/bagarrattaa/email-nuker/blob/main/emailbomber.py,25,23
/bagarrattaa/email-nuker/blob/main/README.md,18,11
/bagarrattaa/email-nuker/blob/main/bomber.bin,14,11
/bagarrattaa/email-nuker/issues/16,12,12
/bagarrattaa/email-nuker/tree/main/.github/workflows,12,10
/bagarrattaa/email-nuker/search,12,6
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,11
