referrer,views_total,views_unique
github.com,446,267
Google,144,67
yandex.ru,16,9
DuckDuckGo,11,4
emailnuker.onrender.com,10,8
Bing,6,4
search-drru.dt.dbankcloud.com,4,1
yandex.com,3,3
facebook.com,2,2
yandex.by,2,1
