referrer,views_total,views_unique
github.com,360,218
Google,319,157
emailnuker.herokuapp.com,42,20
errorsfind.com,11,8
DuckDuckGo,5,4
m.facebook.com,5,1
Bing,4,3
cracked.io,2,1
yandex.com.tr,1,1
l.facebook.com,1,1
