referrer,views_total,views_unique
github.com,466,251
Google,188,107
emailnuker.herokuapp.com,39,14
DuckDuckGo,4,4
itexpertz.net,4,3
awesomeopensource.com,4,1
Bing,2,1
search.brave.com,1,1
yandex.ru,1,1
Yahoo,1,1
