url_path,views_total,views_unique
/bagarrattaa/email-nuker,698,411
/bagarrattaa/email-nuker/blob/main/bomber.py,38,27
/bagarrattaa/email-nuker/issues,31,23
/bagarrattaa/email-nuker/blob/main/emailbomber.py,27,20
/bagarrattaa/email-nuker/blob/main/bomber.bin,20,16
/bagarrattaa/email-nuker/blob/main/README.md,20,11
/bagarrattaa/email-nuker/releases/tag/windows2.0,14,14
/bagarrattaa/email-nuker/issues/24,12,11
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,7,6
/bagarrattaa/email-nuker/releases,6,5
