referrer,views_total,views_unique
github.com,641,304
Google,158,84
search.brave.com,3,2
DuckDuckGo,2,2
errorsfind.com,1,1
com.ime.android,1,1
Bing,1,1
metager.org,1,1
awesomeopensource.com,1,1
