referrer,views_total,views_unique
github.com,458,241
Google,103,46
yandex.ru,20,14
linkedin.com,17,2
DuckDuckGo,15,7
Bing,8,7
emailnuker.onrender.com,3,3
yandex.fr,3,2
awesomeopensource.com,2,1
t.me,1,1
