time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-12 00:00:00+00:00,8,8,61,34
2023-05-13 00:00:00+00:00,8,7,46,25
2023-05-14 00:00:00+00:00,7,7,41,20
2023-05-15 00:00:00+00:00,4,4,33,24
2023-05-16 00:00:00+00:00,4,4,46,33
2023-05-17 00:00:00+00:00,9,9,73,32
2023-05-18 00:00:00+00:00,11,9,42,23
2023-05-19 00:00:00+00:00,8,8,49,33
2023-05-20 00:00:00+00:00,12,11,75,31
2023-05-21 00:00:00+00:00,10,8,67,34
2023-05-22 00:00:00+00:00,12,11,59,32
2023-05-23 00:00:00+00:00,9,9,63,34
2023-05-24 00:00:00+00:00,9,7,60,29
2023-05-25 00:00:00+00:00,10,9,66,41
