referrer,views_total,views_unique
github.com,575,331
Google,172,80
Bing,10,5
pythonawesome.com,9,1
search.brave.com,7,5
DuckDuckGo,4,3
yandex.ru,3,3
cracked.io,1,1
youtube.com,1,1
shell.cloud.google.com,1,1
