referrer,views_total,views_unique
github.com,599,283
Google,206,100
Bing,13,4
DuckDuckGo,8,4
emailnuker.herokuapp.com,5,2
errorsfind.com,3,2
lm.facebook.com,2,1
github-com.translate.goog,1,1
