referrer,views_total,views_unique
github.com,465,240
Google,313,166
emailnuker.herokuapp.com,40,22
DuckDuckGo,13,9
errorsfind.com,7,6
search.brave.com,2,2
libhunt.com,1,1
bestpythonide.com,1,1
