referrer,views_total,views_unique
github.com,600,297
Google,170,86
search.brave.com,6,2
mail.google.com,4,1
DuckDuckGo,3,3
Bing,2,2
yandex.ru,1,1
errorsfind.com,1,1
awesomeopensource.com,1,1
