referrer,views_total,views_unique
github.com,534,274
Google,200,98
emailnuker.onrender.com,52,23
DuckDuckGo,6,2
yandex.ru,4,4
Bing,4,3
l.facebook.com,3,1
facebook.com,2,2
m.facebook.com,2,1
search.brave.com,1,1
