referrer,views_total,views_unique
github.com,616,288
Google,248,116
emailnuker.herokuapp.com,22,10
DuckDuckGo,16,9
Bing,11,3
errorsfind.com,5,4
search.brave.com,2,2
lm.facebook.com,2,1
