referrer,views_total,views_unique
github.com,448,243
Google,101,45
yandex.ru,17,14
linkedin.com,17,2
DuckDuckGo,13,6
Bing,8,7
emailnuker.onrender.com,4,4
r.search.yahoo.com,1,1
t.me,1,1
yandex.kz,1,1
