referrer,views_total,views_unique
github.com,505,271
Google,191,113
emailnuker.herokuapp.com,22,5
itexpertz.net,4,3
awesomeopensource.com,4,1
DuckDuckGo,2,2
facebook.com,2,2
googleweblight.com,2,1
Bing,2,1
search.brave.com,2,1
