referrer,views_total,views_unique
github.com,444,265
Google,143,66
yandex.ru,17,10
DuckDuckGo,11,4
emailnuker.onrender.com,10,8
Bing,7,5
search-drru.dt.dbankcloud.com,4,1
yandex.com,3,3
yandex.by,2,1
github-com.translate.goog,2,1
