referrer,views_total,views_unique
github.com,365,217
Google,326,159
emailnuker.herokuapp.com,44,22
errorsfind.com,15,9
m.facebook.com,5,1
Bing,4,3
DuckDuckGo,3,2
search.brave.com,2,1
cracked.io,2,1
l.facebook.com,1,1
