referrer,views_total,views_unique
github.com,429,228
Google,315,170
emailnuker.herokuapp.com,30,17
DuckDuckGo,12,8
errorsfind.com,7,6
search.brave.com,2,2
Bing,2,1
l.facebook.com,1,1
bestpythonide.com,1,1
libhunt.com,1,1
