referrer,views_total,views_unique
github.com,564,224
Google,389,163
email-nuker.herokuapp.com,142,56
cracked.io,18,3
errorsfind.com,7,4
DuckDuckGo,5,3
yandex.ru,2,2
Bing,2,1
Yahoo,1,1
github.sre.pub,1,1
