referrer,views_total,views_unique
github.com,566,260
Google,253,130
emailnuker.herokuapp.com,27,14
DuckDuckGo,16,9
Bing,5,1
errorsfind.com,2,2
search.brave.com,2,2
bestpythonide.com,1,1
