referrer,views_total,views_unique
github.com,554,306
Google,213,121
Yahoo,6,1
awesomeopensource.com,5,2
search.brave.com,5,2
emailnuker.herokuapp.com,4,2
itexpertz.net,3,2
facebook.com,2,2
Bing,2,1
googleweblight.com,2,1
