referrer,views_total,views_unique
github.com,539,281
Google,202,99
emailnuker.onrender.com,51,23
DuckDuckGo,6,2
Bing,4,3
yandex.ru,3,3
facebook.com,2,2
turkhackteam.org,1,1
l.messenger.com,1,1
search.brave.com,1,1
