referrer,views_total,views_unique
github.com,418,245
Google,212,90
search.brave.com,12,7
DuckDuckGo,4,3
Bing,4,3
pythonrepo.com,4,1
pythonawesome.com,1,1
yandex.ru,1,1
m.facebook.com,1,1
