referrer,views_total,views_unique
github.com,450,236
Google,314,170
emailnuker.herokuapp.com,43,16
errorsfind.com,13,7
DuckDuckGo,3,2
search.brave.com,3,2
search-drru.dt.dbankcloud.com,1,1
