referrer,views_total,views_unique
github.com,566,289
Google,182,87
emailnuker.onrender.com,52,27
DuckDuckGo,7,3
shell.cloud.google.com,5,1
yandex.ru,3,3
fr.search.yahoo.com,1,1
turkhackteam.org,1,1
search.brave.com,1,1
Bing,1,1
