referrer,views_total,views_unique
github.com,516,305
Google,147,80
yandex.ru,19,8
emailnuker.onrender.com,11,9
Bing,7,5
yandex.com,5,3
DuckDuckGo,4,3
t.me,2,2
facebook.com,2,2
github-com.translate.goog,2,1
