referrer,views_total,views_unique
github.com,379,200
Google,297,161
emailnuker.herokuapp.com,44,19
errorsfind.com,14,7
m.facebook.com,5,1
Bing,2,2
DuckDuckGo,2,2
search.brave.com,2,1
cracked.io,2,1
yandex.com.tr,1,1
