referrer,views_total,views_unique
github.com,605,222
Google,409,175
email-nuker.herokuapp.com,138,54
cracked.io,18,3
Bing,9,1
errorsfind.com,8,5
DuckDuckGo,6,4
search-dra.dt.dbankcloud.com,1,1
yandex.ru,1,1
Yahoo,1,1
