referrer,views_total,views_unique
github.com,418,246
Google,141,62
yandex.ru,25,16
DuckDuckGo,11,4
emailnuker.onrender.com,10,8
Bing,7,5
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
yandex.kz,1,1
errorsfind.com,1,1
