referrer,views_total,views_unique
github.com,515,284
Google,202,113
emailnuker.herokuapp.com,38,13
itexpertz.net,4,3
Bing,4,2
awesomeopensource.com,4,1
DuckDuckGo,3,3
search.brave.com,3,2
facebook.com,2,2
yandex.ru,1,1
