referrer,views_total,views_unique
github.com,479,255
Google,157,88
DuckDuckGo,8,8
search.brave.com,1,1
yandex.ru,1,1
github-com.translate.goog,1,1
m.facebook.com,1,1
cracked.io,1,1
Bing,1,1
