url_path,views_total,views_unique
/bagarrattaa/email-nuker,678,454
/bagarrattaa/email-nuker/issues,39,26
/bagarrattaa/email-nuker/blob/main/bomber.py,37,31
/bagarrattaa/email-nuker/blob/main/emailbomber.py,31,24
/bagarrattaa/email-nuker/blob/main/bomber.bin,22,20
/bagarrattaa/email-nuker/issues/15,21,17
/bagarrattaa/email-nuker/releases/tag/windows2.0,17,13
/bagarrattaa/email-nuker/blob/main/README.md,10,7
/bagarrattaa/email-nuker/tree/main/.github/workflows,9,8
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,6,5
