referrer,views_total,views_unique
github.com,439,219
Google,315,167
emailnuker.herokuapp.com,47,19
errorsfind.com,13,7
DuckDuckGo,3,2
search.brave.com,3,2
yandex.com.tr,1,1
search-drru.dt.dbankcloud.com,1,1
Bing,1,1
lm.facebook.com,1,1
