url_path,views_total,views_unique
/bagarrattaa/email-nuker,769,463
/bagarrattaa/email-nuker/blob/main/bomber.py,45,29
/bagarrattaa/email-nuker/blob/main/emailbomber.py,27,22
/bagarrattaa/email-nuker/blob/main/bomber.bin,26,21
/bagarrattaa/email-nuker/issues,15,12
/bagarrattaa/email-nuker/blob/main/README.md,11,7
/bagarrattaa/email-nuker/tree/main/.github/workflows,10,9
/bagarrattaa/email-nuker/releases/tag/windows2.0,9,8
/bagarrattaa/email-nuker/search,7,6
/bagarrattaa/email-nuker/find/main,5,5
