referrer,views_total,views_unique
github.com,408,207
Google,289,153
emailnuker.herokuapp.com,40,19
l.facebook.com,8,2
email-nuker.herokuapp.com,7,3
DuckDuckGo,4,3
m.facebook.com,3,2
Bing,3,1
errorsfind.com,2,2
search.brave.com,2,2
